Source	Target
SPHINX	HUMAN TORCH/JOHNNY S
SPHINX	LOCKJAW [INHUMAN]
SPHINX	TRITON
SPHINX	QUICKSILVER/PIETRO M
SPHINX	CRYSTAL [INHUMAN]
SPHINX	MEDUSA/MEDUSALITH AM
MEDUSA/MEDUSALITH AM	THRAXON
MEDUSA/MEDUSALITH AM	INVISIBLE WOMAN/SUE
MEDUSA/MEDUSALITH AM	MR. FANTASTIC/REED RICHARDS
MEDUSA/MEDUSALITH AM	HUMAN TORCH/JOHNNY S
MEDUSA/MEDUSALITH AM	THING/BEN GRIMM
MEDUSA/MEDUSALITH AM	LOCKJAW [INHUMAN]
MEDUSA/MEDUSALITH AM	TRITON
MEDUSA/MEDUSALITH AM	QUICKSILVER/PIETRO M
CRYSTAL [INHUMAN]	THRAXON
QUICKSILVER/PIETRO M	THRAXON
QUICKSILVER/PIETRO M	HUMAN TORCH/JOHNNY S
TRITON	THRAXON
TRITON	INVISIBLE WOMAN/SUE
TRITON	MR. FANTASTIC/REED RICHARDS
TRITON	HUMAN TORCH/JOHNNY S
TRITON	THING/BEN GRIMM
LOCKJAW [INHUMAN]	THRAXON
LOCKJAW [INHUMAN]	INVISIBLE WOMAN/SUE
LOCKJAW [INHUMAN]	MR. FANTASTIC/REED RICHARDS
LOCKJAW [INHUMAN]	HUMAN TORCH/JOHNNY S
LOCKJAW [INHUMAN]	THING/BEN GRIMM
THING/BEN GRIMM	THRAXON
THING/BEN GRIMM	KARNAK [INHUMAN]
THING/BEN GRIMM	GORGON [INHUMAN]
THING/BEN GRIMM	BLACK BOLT/BLACKANTO
HUMAN TORCH/JOHNNY S	THRAXON
HUMAN TORCH/JOHNNY S	KARNAK [INHUMAN]
HUMAN TORCH/JOHNNY S	GORGON [INHUMAN]
HUMAN TORCH/JOHNNY S	BLACK BOLT/BLACKANTO
MR. FANTASTIC/REED RICHARDS	THRAXON
MR. FANTASTIC/REED RICHARDS	KARNAK [INHUMAN]
MR. FANTASTIC/REED RICHARDS	GORGON [INHUMAN]
MR. FANTASTIC/REED RICHARDS	BLACK BOLT/BLACKANTO
INVISIBLE WOMAN/SUE	THRAXON
INVISIBLE WOMAN/SUE	KARNAK [INHUMAN]
INVISIBLE WOMAN/SUE	GORGON [INHUMAN]
INVISIBLE WOMAN/SUE	BLACK BOLT/BLACKANTO
BLACK BOLT/BLACKANTO	THRAXON
GORGON [INHUMAN]	THRAXON
KARNAK [INHUMAN]	THRAXON
MR. FANTASTIC/REED RICHARDS	CAPTAIN MARVEL/CAPTA
CAPTAIN MARVEL/CAPTA	RICHARDS, FRANKLIN B
CAPTAIN MARVEL/CAPTA	MASTERS, ALICIA REIS
CAPTAIN MARVEL/CAPTA	INVISIBLE WOMAN/SUE
CAPTAIN MARVEL/CAPTA	THING/BEN GRIMM
CAPTAIN AMERICA	SCRATCH, NICHOLAS
CAPTAIN AMERICA	HYDRON
CAPTAIN AMERICA	VAKUME
CAPTAIN AMERICA	NIGHTHAWK II/KYLE RI
CAPTAIN AMERICA	THORNN
CAPTAIN AMERICA	BRUTACUS
CAPTAIN AMERICA	GAZELLE
CAPTAIN AMERICA	VERTIGO
CAPTAIN AMERICA	REPTILLA
SPIDER-MAN/PETER PARKER	SCRATCH, NICHOLAS
SPIDER-MAN/PETER PARKER	HYDRON
SPIDER-MAN/PETER PARKER	VAKUME
SPIDER-MAN/PETER PARKER	CAPTAIN MARVEL/CAPTA
SPIDER-MAN/PETER PARKER	NIGHTHAWK II/KYLE RI
SPIDER-MAN/PETER PARKER	THORNN
SPIDER-MAN/PETER PARKER	BRUTACUS
SPIDER-MAN/PETER PARKER	GAZELLE
SPIDER-MAN/PETER PARKER	VERTIGO
SPIDER-MAN/PETER PARKER	HARKNESS, AGATHA
SPIDER-MAN/PETER PARKER	REPTILLA
REPTILLA	SCRATCH, NICHOLAS
REPTILLA	IRON MAN/TONY STARK
REPTILLA	HYDRON
REPTILLA	MR. FANTASTIC/REED RICHARDS
REPTILLA	VAKUME
REPTILLA	CAPTAIN MARVEL/CAPTA
REPTILLA	BINARY/CAROL DANVERS
REPTILLA	NIGHTHAWK II/KYLE RI
REPTILLA	RICHARDS, FRANKLIN B
REPTILLA	THING/BEN GRIMM
REPTILLA	THORNN
REPTILLA	HUMAN TORCH/JOHNNY S
REPTILLA	VISION
REPTILLA	SANDMAN/WILLIAM BAKE
REPTILLA	BRUTACUS
REPTILLA	GAZELLE
REPTILLA	VERTIGO
REPTILLA	FALCON/SAM WILSON
REPTILLA	INVISIBLE WOMAN/SUE
REPTILLA	HARKNESS, AGATHA
REPTILLA	WONDER MAN/SIMON WIL
WONDER MAN/SIMON WIL	SCRATCH, NICHOLAS
WONDER MAN/SIMON WIL	HYDRON
WONDER MAN/SIMON WIL	VAKUME
WONDER MAN/SIMON WIL	NIGHTHAWK II/KYLE RI
WONDER MAN/SIMON WIL	THORNN
WONDER MAN/SIMON WIL	BRUTACUS
WONDER MAN/SIMON WIL	GAZELLE
WONDER MAN/SIMON WIL	VERTIGO
HARKNESS, AGATHA	SCRATCH, NICHOLAS
HARKNESS, AGATHA	IRON MAN/TONY STARK
HARKNESS, AGATHA	HYDRON
HARKNESS, AGATHA	VAKUME
HARKNESS, AGATHA	CAPTAIN MARVEL/CAPTA
HARKNESS, AGATHA	BINARY/CAROL DANVERS
HARKNESS, AGATHA	NIGHTHAWK II/KYLE RI
HARKNESS, AGATHA	THORNN
HARKNESS, AGATHA	SANDMAN/WILLIAM BAKE
HARKNESS, AGATHA	BRUTACUS
HARKNESS, AGATHA	GAZELLE
HARKNESS, AGATHA	VERTIGO
HARKNESS, AGATHA	FALCON/SAM WILSON
INVISIBLE WOMAN/SUE	SCRATCH, NICHOLAS
INVISIBLE WOMAN/SUE	HYDRON
INVISIBLE WOMAN/SUE	VAKUME
INVISIBLE WOMAN/SUE	NIGHTHAWK II/KYLE RI
INVISIBLE WOMAN/SUE	THORNN
INVISIBLE WOMAN/SUE	BRUTACUS
INVISIBLE WOMAN/SUE	GAZELLE
INVISIBLE WOMAN/SUE	VERTIGO
FALCON/SAM WILSON	SCRATCH, NICHOLAS
FALCON/SAM WILSON	HYDRON
FALCON/SAM WILSON	VAKUME
FALCON/SAM WILSON	CAPTAIN MARVEL/CAPTA
FALCON/SAM WILSON	NIGHTHAWK II/KYLE RI
FALCON/SAM WILSON	RICHARDS, FRANKLIN B
FALCON/SAM WILSON	THORNN
FALCON/SAM WILSON	HUMAN TORCH/JOHNNY S
FALCON/SAM WILSON	BRUTACUS
FALCON/SAM WILSON	GAZELLE
FALCON/SAM WILSON	VERTIGO
VERTIGO	SCRATCH, NICHOLAS
VERTIGO	IRON MAN/TONY STARK
VERTIGO	HYDRON
VERTIGO	MR. FANTASTIC/REED RICHARDS
VERTIGO	VAKUME
VERTIGO	CAPTAIN MARVEL/CAPTA
VERTIGO	BINARY/CAROL DANVERS
VERTIGO	NIGHTHAWK II/KYLE RI
VERTIGO	RICHARDS, FRANKLIN B
VERTIGO	THING/BEN GRIMM
VERTIGO	THORNN
VERTIGO	HUMAN TORCH/JOHNNY S
VERTIGO	VISION
VERTIGO	SANDMAN/WILLIAM BAKE
VERTIGO	BRUTACUS
VERTIGO	GAZELLE
GAZELLE	SCRATCH, NICHOLAS
GAZELLE	IRON MAN/TONY STARK
GAZELLE	HYDRON
GAZELLE	MR. FANTASTIC/REED RICHARDS
GAZELLE	VAKUME
GAZELLE	CAPTAIN MARVEL/CAPTA
GAZELLE	BINARY/CAROL DANVERS
GAZELLE	NIGHTHAWK II/KYLE RI
GAZELLE	RICHARDS, FRANKLIN B
GAZELLE	THING/BEN GRIMM
GAZELLE	THORNN
GAZELLE	HUMAN TORCH/JOHNNY S
GAZELLE	VISION
GAZELLE	SANDMAN/WILLIAM BAKE
GAZELLE	BRUTACUS
BRUTACUS	SCRATCH, NICHOLAS
BRUTACUS	IRON MAN/TONY STARK
BRUTACUS	HYDRON
BRUTACUS	MR. FANTASTIC/REED RICHARDS
BRUTACUS	VAKUME
BRUTACUS	CAPTAIN MARVEL/CAPTA
BRUTACUS	BINARY/CAROL DANVERS
BRUTACUS	NIGHTHAWK II/KYLE RI
BRUTACUS	RICHARDS, FRANKLIN B
BRUTACUS	THING/BEN GRIMM
BRUTACUS	THORNN
BRUTACUS	HUMAN TORCH/JOHNNY S
BRUTACUS	VISION
BRUTACUS	SANDMAN/WILLIAM BAKE
SANDMAN/WILLIAM BAKE	SCRATCH, NICHOLAS
SANDMAN/WILLIAM BAKE	HYDRON
SANDMAN/WILLIAM BAKE	VAKUME
SANDMAN/WILLIAM BAKE	CAPTAIN MARVEL/CAPTA
SANDMAN/WILLIAM BAKE	NIGHTHAWK II/KYLE RI
SANDMAN/WILLIAM BAKE	THORNN
VISION	SCRATCH, NICHOLAS
VISION	HYDRON
VISION	VAKUME
VISION	NIGHTHAWK II/KYLE RI
VISION	THORNN
HUMAN TORCH/JOHNNY S	SCRATCH, NICHOLAS
HUMAN TORCH/JOHNNY S	HYDRON
HUMAN TORCH/JOHNNY S	VAKUME
HUMAN TORCH/JOHNNY S	BINARY/CAROL DANVERS
HUMAN TORCH/JOHNNY S	NIGHTHAWK II/KYLE RI
HUMAN TORCH/JOHNNY S	THORNN
THORNN	SCRATCH, NICHOLAS
THORNN	IRON MAN/TONY STARK
THORNN	HYDRON
THORNN	MR. FANTASTIC/REED RICHARDS
THORNN	VAKUME
THORNN	CAPTAIN MARVEL/CAPTA
THORNN	BINARY/CAROL DANVERS
THORNN	NIGHTHAWK II/KYLE RI
THORNN	RICHARDS, FRANKLIN B
THORNN	THING/BEN GRIMM
THING/BEN GRIMM	SCRATCH, NICHOLAS
THING/BEN GRIMM	HYDRON
THING/BEN GRIMM	VAKUME
THING/BEN GRIMM	NIGHTHAWK II/KYLE RI
RICHARDS, FRANKLIN B	SCRATCH, NICHOLAS
RICHARDS, FRANKLIN B	HYDRON
RICHARDS, FRANKLIN B	VAKUME
RICHARDS, FRANKLIN B	BINARY/CAROL DANVERS
RICHARDS, FRANKLIN B	NIGHTHAWK II/KYLE RI
NIGHTHAWK II/KYLE RI	SCRATCH, NICHOLAS
NIGHTHAWK II/KYLE RI	HYDRON
NIGHTHAWK II/KYLE RI	MR. FANTASTIC/REED RICHARDS
NIGHTHAWK II/KYLE RI	VAKUME
NIGHTHAWK II/KYLE RI	CAPTAIN MARVEL/CAPTA
NIGHTHAWK II/KYLE RI	BINARY/CAROL DANVERS
BINARY/CAROL DANVERS	SCRATCH, NICHOLAS
BINARY/CAROL DANVERS	HYDRON
BINARY/CAROL DANVERS	VAKUME
CAPTAIN MARVEL/CAPTA	SCRATCH, NICHOLAS
CAPTAIN MARVEL/CAPTA	HYDRON
CAPTAIN MARVEL/CAPTA	VAKUME
VAKUME	SCRATCH, NICHOLAS
VAKUME	IRON MAN/TONY STARK
VAKUME	HYDRON
VAKUME	MR. FANTASTIC/REED RICHARDS
MR. FANTASTIC/REED RICHARDS	SCRATCH, NICHOLAS
MR. FANTASTIC/REED RICHARDS	HYDRON
HYDRON	SCRATCH, NICHOLAS
HYDRON	IRON MAN/TONY STARK
IRON MAN/TONY STARK	SCRATCH, NICHOLAS
INVISIBLE WOMAN/SUE	PEARLA
HUMAN TORCH/JOHNNY S	PEARLA
MR. FANTASTIC/REED RICHARDS	PEARLA
THING/BEN GRIMM	PEARLA
RICHARDS, FRANKLIN B	DRAGON MAN
THING/BEN GRIMM	DRAGON MAN
INVISIBLE WOMAN/SUE	DRAGON MAN
DRAGON MAN	HUMAN TORCH/JOHNNY S
DRAGON MAN	MR. FANTASTIC/REED RICHARDS
CAPTAIN MARVEL II/MO	LYJA LAZERFIST [SKRU
HERCULES [GREEK GOD]	LYJA LAZERFIST [SKRU
WASP/JANET VAN DYNE	LYJA LAZERFIST [SKRU
STARFOX/EROS	LYJA LAZERFIST [SKRU
LYJA LAZERFIST [SKRU	JARVIS, EDWIN
LYJA LAZERFIST [SKRU	CAPTAIN AMERICA
LYJA LAZERFIST [SKRU	SHE-HULK/JENNIFER WA
LYJA LAZERFIST [SKRU	BLACK KNIGHT V/DANE
LYJA LAZERFIST [SKRU	MR. FANTASTIC/REED RICHARDS
MR. FANTASTIC/REED RICHARDS	RAKSOR [SKRULL]
MR. FANTASTIC/REED RICHARDS	BEL-DANN, GEN.
KARNAK [INHUMAN]	RAKSOR [SKRULL]
KARNAK [INHUMAN]	SHE-HULK/JENNIFER WA
KARNAK [INHUMAN]	LUNA/LUNA MAXIMOFF [
KARNAK [INHUMAN]	WOLVERINE/LOGAN
KARNAK [INHUMAN]	BEL-DANN, GEN.
KARNAK [INHUMAN]	UATU
UATU	BLACK BOLT/BLACKANTO
UATU	GORGON [INHUMAN]
UATU	TRITON
UATU	RAKSOR [SKRULL]
UATU	LUNA/LUNA MAXIMOFF [
UATU	CRYSTAL [INHUMAN]
UATU	MEDUSA/MEDUSALITH AM
UATU	BEL-DANN, GEN.
UATU	LOCKJAW [INHUMAN]
LOCKJAW [INHUMAN]	RAKSOR [SKRULL]
LOCKJAW [INHUMAN]	SHE-HULK/JENNIFER WA
LOCKJAW [INHUMAN]	LUNA/LUNA MAXIMOFF [
LOCKJAW [INHUMAN]	WOLVERINE/LOGAN
LOCKJAW [INHUMAN]	BEL-DANN, GEN.
BEL-DANN, GEN.	BLACK BOLT/BLACKANTO
BEL-DANN, GEN.	HUMAN TORCH/JOHNNY S
BEL-DANN, GEN.	GORGON [INHUMAN]
BEL-DANN, GEN.	TRITON
BEL-DANN, GEN.	RAKSOR [SKRULL]
BEL-DANN, GEN.	INVISIBLE WOMAN/SUE
BEL-DANN, GEN.	SHE-HULK/JENNIFER WA
BEL-DANN, GEN.	LUNA/LUNA MAXIMOFF [
BEL-DANN, GEN.	WOLVERINE/LOGAN
BEL-DANN, GEN.	QUICKSILVER/PIETRO M
BEL-DANN, GEN.	CRYSTAL [INHUMAN]
BEL-DANN, GEN.	MEDUSA/MEDUSALITH AM
MEDUSA/MEDUSALITH AM	RAKSOR [SKRULL]
MEDUSA/MEDUSALITH AM	SHE-HULK/JENNIFER WA
MEDUSA/MEDUSALITH AM	LUNA/LUNA MAXIMOFF [
MEDUSA/MEDUSALITH AM	WOLVERINE/LOGAN
CRYSTAL [INHUMAN]	RAKSOR [SKRULL]
CRYSTAL [INHUMAN]	WOLVERINE/LOGAN
QUICKSILVER/PIETRO M	RAKSOR [SKRULL]
QUICKSILVER/PIETRO M	WOLVERINE/LOGAN
WOLVERINE/LOGAN	BLACK BOLT/BLACKANTO
WOLVERINE/LOGAN	GORGON [INHUMAN]
WOLVERINE/LOGAN	TRITON
WOLVERINE/LOGAN	RAKSOR [SKRULL]
WOLVERINE/LOGAN	LUNA/LUNA MAXIMOFF [
LUNA/LUNA MAXIMOFF [	BLACK BOLT/BLACKANTO
LUNA/LUNA MAXIMOFF [	HUMAN TORCH/JOHNNY S
LUNA/LUNA MAXIMOFF [	GORGON [INHUMAN]
LUNA/LUNA MAXIMOFF [	TRITON
LUNA/LUNA MAXIMOFF [	RAKSOR [SKRULL]
SHE-HULK/JENNIFER WA	BLACK BOLT/BLACKANTO
SHE-HULK/JENNIFER WA	GORGON [INHUMAN]
SHE-HULK/JENNIFER WA	TRITON
SHE-HULK/JENNIFER WA	RAKSOR [SKRULL]
INVISIBLE WOMAN/SUE	RAKSOR [SKRULL]
RAKSOR [SKRULL]	BLACK BOLT/BLACKANTO
RAKSOR [SKRULL]	HUMAN TORCH/JOHNNY S
RAKSOR [SKRULL]	GORGON [INHUMAN]
RAKSOR [SKRULL]	TRITON
WATSON-PARKER, MARY	SUNSET
SUNSET	SPIDER-MAN/PETER PARKER
ARCADE/	CAPTAIN BRITAIN/BRIA
ARCADE/	MISS LOCKE
ARCADE/	THOMAS, COMMANDER DA
ARCADE/	MEGGAN
ARCADE/	SPIDER-MAN/PETER PARKER
ARCADE/	ROBERTSON, JOE
ARCADE/	JAMESON, J. JONAH
JAMESON, J. JONAH	CAPTAIN BRITAIN/BRIA
JAMESON, J. JONAH	MISS LOCKE
JAMESON, J. JONAH	THOMAS, COMMANDER DA
JAMESON, J. JONAH	MEGGAN
ROBERTSON, JOE	CAPTAIN BRITAIN/BRIA
ROBERTSON, JOE	MISS LOCKE
ROBERTSON, JOE	THOMAS, COMMANDER DA
ROBERTSON, JOE	MEGGAN
SPIDER-MAN/PETER PARKER	CAPTAIN BRITAIN/BRIA
SPIDER-MAN/PETER PARKER	MISS LOCKE
SPIDER-MAN/PETER PARKER	THOMAS, COMMANDER DA
SPIDER-MAN/PETER PARKER	MEGGAN
MEGGAN	MISS LOCKE
THOMAS, COMMANDER DA	MISS LOCKE
MISS LOCKE	CAPTAIN BRITAIN/BRIA
DOPPELGANGER	WATSON-PARKER, MARY
DOPPELGANGER	HOBGOBLIN V/JASON PH
DOPPELGANGER	DEMOGOBLIN
DOPPELGANGER	SPIDER-MAN/PETER PARKER
SPIDER-MAN/PETER PARKER	DEMOGOBLIN
DEMOGOBLIN	WATSON-PARKER, MARY
DEMOGOBLIN	HOBGOBLIN V/JASON PH
ELECTRO/MAX DILLON	GOG
ELECTRO/MAX DILLON	HULK/DR. ROBERT BRUC
ELECTRO/MAX DILLON	WATSON, KRISTY
ELECTRO/MAX DILLON	GHOST RIDER III/DAN
ELECTRO/MAX DILLON	MR. FANTASTIC/REED RICHARDS
ELECTRO/MAX DILLON	NOVA/RICHARD RIDER
ELECTRO/MAX DILLON	HUMAN TORCH/JOHNNY S
ELECTRO/MAX DILLON	MYSTERIO/QUENTIN BEC
ELECTRO/MAX DILLON	THING/BEN GRIMM
ELECTRO/MAX DILLON	SOLO/
ELECTRO/MAX DILLON	LUMPKIN, WILLIAM WIL
ELECTRO/MAX DILLON	BLACK CAT/FELICIA HA
ELECTRO/MAX DILLON	INVISIBLE WOMAN/SUE
ELECTRO/MAX DILLON	DEATHLOK III/MICHAEL
VULTURE/ADRIAN TOOME	GOG
VULTURE/ADRIAN TOOME	HULK/DR. ROBERT BRUC
VULTURE/ADRIAN TOOME	WATSON, KRISTY
VULTURE/ADRIAN TOOME	GHOST RIDER III/DAN
VULTURE/ADRIAN TOOME	NOVA/RICHARD RIDER
VULTURE/ADRIAN TOOME	JAMESON, MARLA MADIS
VULTURE/ADRIAN TOOME	MYSTERIO/QUENTIN BEC
VULTURE/ADRIAN TOOME	SOLO/
VULTURE/ADRIAN TOOME	LUMPKIN, WILLIAM WIL
VULTURE/ADRIAN TOOME	BLACK CAT/FELICIA HA
VULTURE/ADRIAN TOOME	URICH, BEN
VULTURE/ADRIAN TOOME	DEATHLOK III/MICHAEL
DEATHLOK III/MICHAEL	GOG
DEATHLOK III/MICHAEL	HOBGOBLIN V/JASON PH
DEATHLOK III/MICHAEL	LEEDS, BETTY BRANT
DEATHLOK III/MICHAEL	THOMPSON, EUGENE FLA
DEATHLOK III/MICHAEL	WATSON, KRISTY
DEATHLOK III/MICHAEL	JAMESON, MARLA MADIS
DEATHLOK III/MICHAEL	HUMAN TORCH/JOHNNY S
DEATHLOK III/MICHAEL	JAMESON, J. JONAH
DEATHLOK III/MICHAEL	ROBERTSON, JOE
DEATHLOK III/MICHAEL	MYSTERIO/QUENTIN BEC
DEATHLOK III/MICHAEL	SPIDER-MAN/PETER PARKER
DEATHLOK III/MICHAEL	SOLO/
DEATHLOK III/MICHAEL	PARKER, MAY
DEATHLOK III/MICHAEL	LUMPKIN, WILLIAM WIL
DEATHLOK III/MICHAEL	BLACK CAT/FELICIA HA
DEATHLOK III/MICHAEL	SANDMAN/WILLIAM BAKE
DEATHLOK III/MICHAEL	DR. OCTOPUS/OTTO OCT
DEATHLOK III/MICHAEL	WATSON-PARKER, MARY
DEATHLOK III/MICHAEL	URICH, BEN
URICH, BEN	GOG
URICH, BEN	HULK/DR. ROBERT BRUC
URICH, BEN	HOBGOBLIN V/JASON PH
URICH, BEN	WATSON, KRISTY
URICH, BEN	GHOST RIDER III/DAN
URICH, BEN	MR. FANTASTIC/REED RICHARDS
URICH, BEN	NOVA/RICHARD RIDER
URICH, BEN	HUMAN TORCH/JOHNNY S
URICH, BEN	MYSTERIO/QUENTIN BEC
URICH, BEN	THING/BEN GRIMM
URICH, BEN	SOLO/
URICH, BEN	LUMPKIN, WILLIAM WIL
URICH, BEN	SANDMAN/WILLIAM BAKE
URICH, BEN	DR. OCTOPUS/OTTO OCT
URICH, BEN	INVISIBLE WOMAN/SUE
INVISIBLE WOMAN/SUE	GOG
INVISIBLE WOMAN/SUE	HOBGOBLIN V/JASON PH
INVISIBLE WOMAN/SUE	WATSON, KRISTY
INVISIBLE WOMAN/SUE	JAMESON, MARLA MADIS
INVISIBLE WOMAN/SUE	MYSTERIO/QUENTIN BEC
INVISIBLE WOMAN/SUE	SOLO/
INVISIBLE WOMAN/SUE	LUMPKIN, WILLIAM WIL
INVISIBLE WOMAN/SUE	BLACK CAT/FELICIA HA
WATSON-PARKER, MARY	GOG
WATSON-PARKER, MARY	HULK/DR. ROBERT BRUC
WATSON-PARKER, MARY	WATSON, KRISTY
WATSON-PARKER, MARY	GHOST RIDER III/DAN
WATSON-PARKER, MARY	MR. FANTASTIC/REED RICHARDS
WATSON-PARKER, MARY	NOVA/RICHARD RIDER
WATSON-PARKER, MARY	HUMAN TORCH/JOHNNY S
WATSON-PARKER, MARY	MYSTERIO/QUENTIN BEC
WATSON-PARKER, MARY	THING/BEN GRIMM
WATSON-PARKER, MARY	SOLO/
WATSON-PARKER, MARY	LUMPKIN, WILLIAM WIL
DR. OCTOPUS/OTTO OCT	GOG
DR. OCTOPUS/OTTO OCT	HULK/DR. ROBERT BRUC
DR. OCTOPUS/OTTO OCT	WATSON, KRISTY
DR. OCTOPUS/OTTO OCT	GHOST RIDER III/DAN
DR. OCTOPUS/OTTO OCT	NOVA/RICHARD RIDER
DR. OCTOPUS/OTTO OCT	JAMESON, MARLA MADIS
DR. OCTOPUS/OTTO OCT	MYSTERIO/QUENTIN BEC
DR. OCTOPUS/OTTO OCT	SOLO/
DR. OCTOPUS/OTTO OCT	LUMPKIN, WILLIAM WIL
DR. OCTOPUS/OTTO OCT	BLACK CAT/FELICIA HA
SANDMAN/WILLIAM BAKE	GOG
SANDMAN/WILLIAM BAKE	WATSON, KRISTY
SANDMAN/WILLIAM BAKE	GHOST RIDER III/DAN
SANDMAN/WILLIAM BAKE	NOVA/RICHARD RIDER
SANDMAN/WILLIAM BAKE	JAMESON, MARLA MADIS
SANDMAN/WILLIAM BAKE	MYSTERIO/QUENTIN BEC
SANDMAN/WILLIAM BAKE	SOLO/
SANDMAN/WILLIAM BAKE	LUMPKIN, WILLIAM WIL
SANDMAN/WILLIAM BAKE	BLACK CAT/FELICIA HA
BLACK CAT/FELICIA HA	GOG
BLACK CAT/FELICIA HA	HULK/DR. ROBERT BRUC
BLACK CAT/FELICIA HA	HOBGOBLIN V/JASON PH
BLACK CAT/FELICIA HA	THOMPSON, EUGENE FLA
BLACK CAT/FELICIA HA	WATSON, KRISTY
BLACK CAT/FELICIA HA	GHOST RIDER III/DAN
BLACK CAT/FELICIA HA	MR. FANTASTIC/REED RICHARDS
BLACK CAT/FELICIA HA	NOVA/RICHARD RIDER
BLACK CAT/FELICIA HA	JAMESON, MARLA MADIS
BLACK CAT/FELICIA HA	HUMAN TORCH/JOHNNY S
BLACK CAT/FELICIA HA	ROBERTSON, JOE
BLACK CAT/FELICIA HA	MYSTERIO/QUENTIN BEC
BLACK CAT/FELICIA HA	THING/BEN GRIMM
BLACK CAT/FELICIA HA	SOLO/
BLACK CAT/FELICIA HA	LUMPKIN, WILLIAM WIL
LUMPKIN, WILLIAM WIL	GOG
LUMPKIN, WILLIAM WIL	HULK/DR. ROBERT BRUC
LUMPKIN, WILLIAM WIL	HOBGOBLIN V/JASON PH
LUMPKIN, WILLIAM WIL	LEEDS, BETTY BRANT
LUMPKIN, WILLIAM WIL	THOMPSON, EUGENE FLA
LUMPKIN, WILLIAM WIL	WATSON, KRISTY
LUMPKIN, WILLIAM WIL	GHOST RIDER III/DAN
LUMPKIN, WILLIAM WIL	MR. FANTASTIC/REED RICHARDS
LUMPKIN, WILLIAM WIL	NOVA/RICHARD RIDER
LUMPKIN, WILLIAM WIL	JAMESON, MARLA MADIS
LUMPKIN, WILLIAM WIL	HUMAN TORCH/JOHNNY S
LUMPKIN, WILLIAM WIL	JAMESON, J. JONAH
LUMPKIN, WILLIAM WIL	ROBERTSON, JOE
LUMPKIN, WILLIAM WIL	MYSTERIO/QUENTIN BEC
LUMPKIN, WILLIAM WIL	THING/BEN GRIMM
LUMPKIN, WILLIAM WIL	SPIDER-MAN/PETER PARKER
LUMPKIN, WILLIAM WIL	SOLO/
LUMPKIN, WILLIAM WIL	PARKER, MAY
PARKER, MAY	GOG
PARKER, MAY	HOBGOBLIN V/JASON PH
PARKER, MAY	WATSON, KRISTY
PARKER, MAY	GHOST RIDER III/DAN
PARKER, MAY	NOVA/RICHARD RIDER
PARKER, MAY	SOLO/
SOLO/	GOG
SOLO/	HULK/DR. ROBERT BRUC
SOLO/	HOBGOBLIN V/JASON PH
SOLO/	LEEDS, BETTY BRANT
SOLO/	THOMPSON, EUGENE FLA
SOLO/	WATSON, KRISTY
SOLO/	GHOST RIDER III/DAN
SOLO/	MR. FANTASTIC/REED RICHARDS
SOLO/	NOVA/RICHARD RIDER
SOLO/	JAMESON, MARLA MADIS
SOLO/	HUMAN TORCH/JOHNNY S
SOLO/	JAMESON, J. JONAH
SOLO/	ROBERTSON, JOE
SOLO/	MYSTERIO/QUENTIN BEC
SOLO/	THING/BEN GRIMM
SOLO/	SPIDER-MAN/PETER PARKER
SPIDER-MAN/PETER PARKER	GOG
SPIDER-MAN/PETER PARKER	WATSON, KRISTY
SPIDER-MAN/PETER PARKER	GHOST RIDER III/DAN
THING/BEN GRIMM	GOG
THING/BEN GRIMM	HOBGOBLIN V/JASON PH
THING/BEN GRIMM	WATSON, KRISTY
THING/BEN GRIMM	JAMESON, MARLA MADIS
THING/BEN GRIMM	ROBERTSON, JOE
THING/BEN GRIMM	MYSTERIO/QUENTIN BEC
MYSTERIO/QUENTIN BEC	GOG
MYSTERIO/QUENTIN BEC	HULK/DR. ROBERT BRUC
MYSTERIO/QUENTIN BEC	HOBGOBLIN V/JASON PH
MYSTERIO/QUENTIN BEC	WATSON, KRISTY
MYSTERIO/QUENTIN BEC	GHOST RIDER III/DAN
MYSTERIO/QUENTIN BEC	MR. FANTASTIC/REED RICHARDS
MYSTERIO/QUENTIN BEC	NOVA/RICHARD RIDER
MYSTERIO/QUENTIN BEC	JAMESON, MARLA MADIS
MYSTERIO/QUENTIN BEC	HUMAN TORCH/JOHNNY S
MYSTERIO/QUENTIN BEC	ROBERTSON, JOE
ROBERTSON, JOE	GOG
ROBERTSON, JOE	HULK/DR. ROBERT BRUC
ROBERTSON, JOE	WATSON, KRISTY
ROBERTSON, JOE	GHOST RIDER III/DAN
ROBERTSON, JOE	MR. FANTASTIC/REED RICHARDS
ROBERTSON, JOE	NOVA/RICHARD RIDER
ROBERTSON, JOE	HUMAN TORCH/JOHNNY S
JAMESON, J. JONAH	GOG
JAMESON, J. JONAH	WATSON, KRISTY
JAMESON, J. JONAH	GHOST RIDER III/DAN
JAMESON, J. JONAH	NOVA/RICHARD RIDER
HUMAN TORCH/JOHNNY S	GOG
HUMAN TORCH/JOHNNY S	HOBGOBLIN V/JASON PH
HUMAN TORCH/JOHNNY S	WATSON, KRISTY
HUMAN TORCH/JOHNNY S	GHOST RIDER III/DAN
HUMAN TORCH/JOHNNY S	JAMESON, MARLA MADIS
JAMESON, MARLA MADIS	GOG
JAMESON, MARLA MADIS	HULK/DR. ROBERT BRUC
